filename,hair_color,hair_hex,eyes_color,eyes_hex,skin_tone,skin_hex,lips_hex,background_hex,clothing_hex,has_sunglasses,has_glasses,has_hat,has_facial_hair
lady_069_giulia.png,majestic hippe like,#f6e49a,light brown,#6d4836,light brown eyes and medium brown,#ccaf91,#ccaf91,#f6e49a,#ccaf91,False,False,False,False
lady_070_mango.png,wavy blwon out long,#03dc73,perwinke deep,#e0e5e9,,#e0e5e9,#e0e5e9,#03dc73,#e0e5e9,False,False,False,False
lady_071_papaya.png, light brown ashy brown,#9e7243, dark brown,#eab084, medium,#eab084,#eab084,#9e7243,#eab084,False,False,False,False
lady_072_tangerine.png,the style of,#172c89,blue pale pastel,#f6cba0, light,#f6cba0,#f6cba0,#172c89,#f6cba0,False,False,True,False
lady_073_mango_punk.png,orange blonde,#0dce71,brown,#f9d8c5, light,#f9d8c5,#f9d8c5,#0dce71,#f9d8c5,False,False,False,False
lady_074_melon.png,,#03dc73,,#2c1600,,#efbda4,#efbda4,#03dc73,#efbda4,True,True,True,False
lady_075_clementine.png, bright red short punk style,#79e7ff, bright green,#ded1c9, light,#ded1c9,#ded1c9,#12c0d8,#ded1c9,False,False,False,False
lady_076_orange_blossom.png, reddsih dark brown,#d5bca5,dark brown,#c7987c, medium brown,#c7987c,#c7987c,#d5bca5,#c7987c,False,False,True,False
lady_077_pink_grapefruit.png, voluptuos wavy red,#ff98b9,,#ffab7d,,#ffab7d,#ffab7d,#d8e5dc,#ffab7d,False,False,True,False
lady_078_orange_zest.png,middle parted,#884b2e,,#dbb2a0,light,#dbb2a0,#dbb2a0,#884b2e,#dbb2a0,False,False,False,False
lady_079_lime_breeze.png, medium brown to blonde ombre,#dda212, medium brown,#b68873, medium colroed,#b68873,#b68873,#dda212,#b68873,False,False,False,False
lady_080_zesty_lime.png, black dark brown,#b8c2cb,dark brown,#efc1b1, light,#efc1b1,#efc1b1,#b8c2cb,#efc1b1,False,False,False,False
lady_083_Marianne3.png,tones on hair but black curly long,#c28be6, deep dark purple,#460127, medium color tan,#cb8577,#cb8577,#c28be6,#cb8577,True,True,False,False
lady_085_IRA2.png,,#c62f42,seafoam green,#d3a67f,,#d3a67f,#d3a67f,#c62f42,#d3a67f,False,False,True,False
lady_086_ELENI9.png,blown out,#e1cbb3,periwinke deep,#dbbab6, light,#dbbab6,#dbbab6,#e1cbb3,#dbbab6,False,False,False,False
lady_087_feybirthday5.png, ombre,#fee6ba, hazel green light colored,#cfa38a, medium colroed,#cfa38a,#cfa38a,#fee6ba,#cfa38a,False,False,False,False
lady_088_r.png, wavy brown,#f4ac62,,#4f1926, medium tan light,#cda28f,#cda28f,#f4ac62,#cda28f,False,True,False,False
lady_090_missthang.png, ombre,#cbc8c3,deep green,#eda47e, light tan,#eda47e,#eda47e,#cbc8c3,#eda47e,False,False,False,False
lady_094_violetta.png,brown,#d1bba6, dark brown,#cdac91, light,#cdac91,#cdac91,#d1bba6,#cdac91,False,False,False,False
lady_095_royalty.png,ballerina style buna light brown medium brown,#e9e2cb, light brown,#e6c892, light,#e6c892,#e6c892,#5c6759,#e6c892,False,False,False,False
lady_096_yuri.png, cosplay style,#968687, light medium purple,#442648, light colored,#ffe0b8,#ffe0b8,#968687,#ffe0b8,False,False,False,False
lady_097_dani.png, wavy dark black brown shiny half up half down style,#c4acbf,,#c26d53, dark,#c26d53,#c26d53,#c4acbf,#c26d53,False,False,False,False
lady_097_dani2.png, long textured curly multicolored brown,#a0b1a6,pale green,#4f2526,mmedium,#94584b,#94584b,#a0b1a6,#3e373e,False,True,False,False
lady_098_heyeah.png,brown meidum brown,#5d45fd,light brown,#392a25, light,#f2d1c2,#f2d1c2,#5d45fd,#f2d1c2,False,True,False,False
lady_099_domino.png,,#1e1e1e,periwinkle,#55100b, medium light,#ab876d,#ab876d,#1e1e1e,#ab876d,False,False,True,False
lady_099_VQ.png, yellow blonde,#3b77cd,,#edfcf9, medium tan,#edfcf9,#e3967a,#3b77cd,#e3967a,True,True,False,False
