                filename                |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 user_corrections                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | status  
 lad_045_homewithkids3.png              | creme/white.light peach/light beige light tan color baseball cap. dark brown beard (semi long). no hair showing. lightish brownish bluieish eyes. pastel colore hoodie with light grey background. palish rouge background.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | edited
 lad_046_NATE.png                       | dark blue dimesnioned backward baseball cap. dark grey rimmed chunky flasses. light blue and pale green eyes. grey and brown light brow nasdhy brown stubble. big patterned coat and dark green shirt. aplish rouge background                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   | edited
 lad_047_CYGAAR1.png                    | this is a penguin and should be removed proably butblack and white body, red and white hat with a white igloo on the hat, blkue eyes and one eye winking, yellow nose, bright gtreen background.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | edited
 lad_049_gainzyyyy12.png                | Face the color of bitcoin orange. wearing translucent orange mog style goggle glasses and an silverish purplish ehterum colored crown with diamonds on it. wearing classic brighter blue suit with white colalred shitr and red tie (wallstreet financier style) . with a gold chain                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             | edited
 lad_049_gainzyyyy18.png                | Face the color of bitcoin orange. wearing translucent cyan mog style goggle glasses and an silverish purplish ehterum colored crown with diamonds on it. wearing classic brighter blue suit with white colalred shitr and red tie (wallstreet financier style) and smoking a brown join with an orange tip and smoke is coming out of the top.with a gold chain                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  | edited
 lad_050_nate-2.png                     | classic golden crown with diamonds. day trader. sandy dirty blonde hair that gets highlights but is always too cut short to see that, generally buzzed and nothing too much longer but well styled to some degree. ligth skin. medium to light brown eyes. classic blue suit light blue collared shirt and blue tie                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | edited
 lad_050_nate.png                       | sandy dirty blonde hair that gets highlights but is always too cut short to see that, generally buzzed and nothing too much longer but well styled to some degree. ligth skin. medium to light brown eyes. classic blue suit light blue collared shirt and blue tie                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | edited
 lad_051_DEVON-2.png                    | black dark grey dimesioned backwards baseball cap. light skin. darker dimensioned LONG brownish reddish hair and beard - beard is not short but not long. purple overcoat hacket and dark green shirt. light green pale green yellowish brownish tinted eye colore. get the lip color. light dustrose background.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                | edited
 lad_051_DEVON-4.png                    | Light purple gradient majestic epic magical wizard hat with cyan accent ribbon and golden yellow Z center in the middle. darker purple background. groovy vibes. darker dimensioned LONG brownish reddish hair and beard - beard is not short but not long. purple overcoat hacket and dark green shirt. light green pale green yellowish brownish tinted eye colore. get the lip color.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         | edited
 lad_054_sterling.png                   | grey background. light pale icey blue yees. rbown dimensioned stubble and strong jawline. dark grey shirt. ashy brown colored hair light sandy brown color hair. hair style is stylized and well ldone, sexy and long on top and shortewr faded on the sides adn side swept on top usually in a loose flowy way.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | edited
 lad_054_sterlingglasses.png            | grey background. dark grey rimmed glasses and light pale icey blue yees. rbown dimensioned stubble and strong jawline. dark grey shirt. ashy brown colored hair light sandy brown color hair. hair style is stylized and well ldone, sexy and long on top and shortewr faded on the sides adn side swept on top usually in a loose flowy way.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    | edited
 lad_054_sterlingglasses3withcrown5.png | Radial Hot pink background. Jester hat colored purple, green, and golden with golden balls at the end of the jester spikes. the center looks like a crown and is also golden. darkish red rimmed glasses and lige pale icey blue yees. rbown dimensioned stubble and strong jawline. dark grey shirt. ashy brown colored hair light sandy brown color hair.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | edited
 lad_055_Luke.png                       | golden blonde light bnonde dirty blonde ombre and hnatural higlights from beach and sun and asalt, long hair and somewhat wavy and curly like a surfers hair so describe it this way. stubble on face, light greenish hazel brownish eyes but they are covered by semi trasnculent.opaque pinkish purple style party glasses. grey shirt. light skin. radial blue to green background (X pattern)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                | edited
 lad_055_Luke10.png                     | golden crown with purple gems and disamonds. golden blonde light bnonde dirty blonde ombre and hnatural higlights from beach and sun and asalt, long hair and somewhat wavy and curly like a surfers hair so describe it this way. stubble on face, light greenish hazel brownish eyes but they are covered by semi trasnculent.opaque pinkish purple style party glasses. grey shirt. light skin. purple to medium green gradeitn background                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    | edited
 lad_055_Luke3.png                      | black bucket hat with dark grey accents/shadows. golden blonde light bnonde dirty blonde ombre and hnatural higlights from beach and sun and asalt, long hair and somewhat wavy and curly like a surfers hair so describe it this way. stubble on face, light greenish hazel brownish eyes but they are covered by semi trasnculent.opaque pinkish purple style party glasses. grey shirt. light skin. split dark purple medium purple background.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               | edited
 lad_055_Luke6.png                      | purple cowboy hat. golden blonde light bnonde dirty blonde ombre and hnatural higlights from beach and sun and asalt, long hair and somewhat wavy and curly like a surfers hair so describe it this way. stubble on face, light greenish hazel brownish eyes but they are covered by semi trasnculent.opaque pinkish purple style party glasses. grey shirt. light skin                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          | edited
 lad_055_Luke8.png                      | small beanie cap of orange and black with yellow ball at top. golden blonde light bnonde dirty blonde ombre and hnatural higlights from beach and sun and asalt, long hair and somewhat wavy and curly like a surfers hair so describe it this way. blue shirt, stubble on face, light greenish hazel brownish eyes.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             | edited
 lad_057_Hugh.png                       | brown cowboy hat. dark greenish blue eyes. simple blue suit with grey collare dshirt. italian flag as background. medium skin ton. get lip color. light brown ashy medium brown hair.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | edited
 lad_057_Hugh5.png                      | brown cowboy hat. black stunner shades with white refelction. simple blue suit with grey collare dshirt. italian flag as background. medium skin ton. get lip color                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | edited
 lad_058_SAVVA.png                      | thin cut on sides/ fades, longer side swept hair on top of dark ashy brown fasing bledning into dark grey and the nlight grey and a bit of white with tints of brown. light green brown eyes. grewy stubble. simple ddark grey/blue shirt.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       | edited
 lad_059_SamAScientist.png              | Imagine Sam Altman as a scientist - here he is feature dwin dark blue rimmed lab glasses and light blue lenses and reflections. hiis classic light grey stubble and even light grey skin, and his hair should be described as his haricut it (longer on top, nicely cut and styler, good look and sexy etc). he is wearing a lab coat over his yellow shirt here with a light blue background.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   | edited
 lad_060_bhaitradingbot2.png            | Indian bhai. Medium indian skinned male, big hair on top side swept like a modern bollywood elvis presely almost. wearing all gold for his outfit as if at a club in vewgas. mustche and dark borown eyes. black shinyy somewhat hair                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | edited
 lad_061_DOPE10.png                     | chunky black stunner shades with white refelctions. dark pale purple top hat with red reasperry ribbon in center. dark brown dirty brown hair. light stubblew/facial hair on face. lgith skinned. calssic blue suit and tie with white colared shirt. red background                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             | edited
 lad_061_DOPE7.png                      | chunky black stunner shades with white refelctions. backwards dark baseball cap with tins of brown maroon purple and dark blue etc. dark brown dirty brown hair. light stubblew/facial hair on face. lgith skinned. white patterneed hippie style wrap for outfit. ligth pale green background.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  | edited
 lad_061_DOPE9.png                      | chunky black stunner shades with white refelctions. dark pale purple top hat with red reasperry ribbon in center. dark brown dirty brown hair. light stubblew/facial hair on face. lgith skinned. calssic blue suit and tie with white colared shirt.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | edited
 lad_062_devox2.png                     | dark full beard of facial hair, short. lined up haricut, stylized by a very good stlylist, thin fades on sides and short on top cvery clean. middle eastern light skinned brown . honey brown light ebrown medium brown eyes. dark brown shirt. pale red background                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | edited
 lad_063_kenichi.png                    | amazing majestic afrowe dark afrow nand light beown. red background. light honey brown eyes. light medium skin black male. get lip color. classic black suit and white colalred shirt and tie.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   | edited
 lad_064_Scott.png                      | light pinkish skin. get clip color. dark brown eyes. greenish almost tint of brownish deep brown warm yell;ow brown hair, not ttom uch constrat, and most longre on top and to the side also. simple dark collared shirt with hsimpel design.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    | edited
 lad_064_sensei.png                     | minimal amount of grey hair slicked back or to the slide and back. light skin. get liop clor. emdium to dark brown eyes. blue collared shirt with dark grey jacket.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | edited
 lad_066_napoli2.png                    | gold erring. semi opaque lens sungalsses with two toned browns rims. dark brown hair. fidora hat black and dark grey. patterened mutlicolored loose silk shirt. stubble/facial hair. get lip color. light olive skin                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             | edited
 lad_068_mayor.png                      | Big Orange Hoodie. Semi opague mog style / snowboarder style goggle glassespurple purple blue aand blue. some light stubble barely notiveable. blue background                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   | edited
 lad_070_IRAsBF2.png                    | silver black shiny sleek gelled styled model hair. voluinous and sexy. lighgt medium skin olive or brazilian. medium dark brown eyes. golden earrings. get lip color. black straps and open peach/pink blazer with no sure.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | edited
 lad_075_mmhm.png                       | Man dressed in a tinkerbell/fairy outfit,m with wifg on top and wings on left side. sutubble beard on face and light skin. ashy brown heair.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     | edited
 lad_078_btoshi.png                     | fancy top hat with decor on it and a buckle, black and dark grey. light skinned black male. classic hight suit vintage and underwhite garment . black people mno frow hair that turns to grey and white naturally. so fark brown in hair. stubble on face/mini baerd. dark brown eyes.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | edited
 lad_079_ravish.png                     | medium skinned indian male. logner hair on top and shorter/buzzed on sides - nicely done. beard/stubble on face. dark brown eyes. split color backround half darkish white and half red. dark grey shirt. get lip colir, blackish dark brown dark dark resi hlight tones ofi t hair color.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       | edited
 lad_080_fcpo.png                       | deep blue eues. long hair on top side swept (little boys style hair), super cuts stylized). light skin. gte lip color. purple colalred shirt with a grey northface vest. orange background. blocidsh antural dirty blodne briwnsh medium hair.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   | edited
 lad_081_iggy2.png                      | banda/scarfheadwrap - all cpatterns and shades of greys. chucnks dark grey rimmed glasses with semi opqaue brown lesnes. stubble/facial hair fuul beard. medium brown skin (mexican). colorful mexican outfit for being the desert? get lip color. some scarf piece/hair hanging out.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | edited
 lad_086_Scooby.png                     | seafoam light blue eyes pa.pale light skin. golden yellow shirt. long hair on top that falls o neach side of face. light grey background. get lip color.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         | edited
 lad_087_HEEM.png                       | baseball cap with logo and pattern. dreads coming out (somewhat short and not many). chin and face framemd facial hair . balck male. balck coat/hoodie and silver chain.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         | edited
 lad_088_Kareem.png                     | medium greay flffy voluminous majestic afro with dimension. extended mustache and chin hair. classic grey suit and white collared shirt. medium eyes (this pic is also again like theo ther somewhat grayscale).                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | edited
 lad_089_aguda.png                      | dark black skin . mustach and chin hair. short hair on side but somewhat tall/medium length on top but stands up straight. classic black and white suit with patterned tie.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | edited
 lad_090_drscott.png                    | orange background. greenish hazelish yelowsih eyes warmer green. stubble.small beard on face. light skin. blue shirt. reddish blondish strawberry bloish short hair                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | edited
 lad_091_amit.png                       | head wrap / helmt. indian colored skin dark. red eyes/pink eyes. blue combat style outfit. white background. from an Azuki character.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | edited
 lad_092_derrick.png                    | white lab coat, dark collared shirt uneath. light blue background. deep greenish blue eyes. get lip coolor. light skin. blonde almost bald hair.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | edited
 lad_093_photogee.png                   | black low bucke hat with logo on it and dimension. medium black face. bright red eyes/pale red eyes. simple dark grey black and white coat.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | edited
 lad_094_storm.png                      | bright blue background. medium dark skin colored black male. get lip color. light brown / light skin toned eyes honey yellow. blue chcker patterened long sleeve flannel. normal style nhaircut dark brown to black hair styled.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | edited
